"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Sat Jul 16 12:25:11 GMT 2022","Sat Jul 16 12:25:18 GMT 2022","6381","Google Chrome","ui/login.spec.ts","Authentication suite","","","Log in with invalid data @pg",""
"passed","Sat Jul 16 12:25:18 GMT 2022","Sat Jul 16 12:25:19 GMT 2022","1569","Google Chrome","ui/login.spec.ts","Authentication suite","","","Log in with valid data @ne",""
