"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Sat Jul 16 12:33:11 GMT 2022","Sat Jul 16 12:33:13 GMT 2022","2455","Google Chrome","ui/login.spec.ts","Authentication suite","","","Log in with invalid data @pg",""
"passed","Sat Jul 16 12:33:16 GMT 2022","Sat Jul 16 12:33:18 GMT 2022","2476","Google Chrome","ui/login.spec.ts","Authentication suite","","","Log in with valid data @ne",""
